epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
187,2600.44,1.50154,1.07939,0.86979,0.75861,0.75127,0.75016,0.27664,2.18849,1.53392,0.99943,7.20837e-05,7.20837e-05,7.20837e-05
188,2615.6,1.59531,1.14243,0.88125,0.76492,0.69783,0.71442,0.26863,2.19053,1.53003,1.00073,6.75841e-05,6.75841e-05,6.75841e-05
189,2630.68,1.61615,1.12931,0.89078,0.76492,0.69783,0.71442,0.26863,2.19053,1.53003,1.00073,6.30846e-05,6.30846e-05,6.30846e-05
190,2645.55,1.57306,1.22563,0.87059,0.77958,0.71906,0.73066,0.27498,2.18326,1.51694,1.0014,5.85851e-05,5.85851e-05,5.85851e-05
191,2660.55,1.59381,1.14212,0.89967,0.76486,0.71007,0.70624,0.27007,2.16817,1.50348,1.00104,5.40855e-05,5.40855e-05,5.40855e-05
192,2675.37,1.60174,1.17333,0.91608,0.75139,0.68446,0.68695,0.27862,2.1468,1.48405,1.00046,4.9586e-05,4.9586e-05,4.9586e-05
193,2690.56,1.54344,1.10292,0.90276,0.75139,0.68446,0.68695,0.27862,2.1468,1.48405,1.00046,4.50864e-05,4.50864e-05,4.50864e-05
194,2704.79,1.50699,1.13665,0.88208,0.75025,0.68574,0.68793,0.28229,2.1274,1.46352,1.00057,4.05869e-05,4.05869e-05,4.05869e-05
195,2718.93,1.4996,1.09303,0.89816,0.69521,0.72089,0.67277,0.27293,2.10845,1.45301,1.00063,3.60873e-05,3.60873e-05,3.60873e-05
196,2733.77,1.50339,1.09277,0.90944,0.71369,0.72183,0.67138,0.27763,2.09376,1.44677,1.00154,3.15878e-05,3.15878e-05,3.15878e-05
197,2748.07,1.47595,1.04394,0.90742,0.71369,0.72183,0.67138,0.27763,2.09376,1.44677,1.00154,2.70882e-05,2.70882e-05,2.70882e-05
198,2762.66,1.44789,1.03134,0.89786,0.73752,0.73435,0.68556,0.28291,2.08833,1.44178,1.00259,2.25887e-05,2.25887e-05,2.25887e-05
199,2777.15,1.45825,1.04812,0.89448,0.7235,0.72184,0.67627,0.28326,2.08706,1.43841,1.00276,1.80891e-05,1.80891e-05,1.80891e-05
200,2791.13,1.48487,1.13202,0.90858,0.72285,0.72199,0.67544,0.28124,2.08719,1.43864,1.00234,1.35896e-05,1.35896e-05,1.35896e-05
